   MODELL       MASS                AGE     LOG_L    LOG_TE     LOG_R   LOG_RAT M_CORE_HE  M_CORE_C        H_CEN       HE_CEN        C_cen        O_cen          LX          LY          LC      LNEUTR      L_GRAV        H_SUP       HE_SUP        C_SUP        N_SUP        O_SUP          PHASE
     3569    0.95000  1.17677346421E+10   2.47444   3.60050  12.40231 -30.00000   0.33211   0.00000  0.00000E+00  9.89910E-01  2.10900E-05  7.32700E-04     0.99440     0.00000     0.00000     0.00010     0.00567  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.8497798714
     3570    0.95000  1.17677440199E+10   2.47481   3.60047  12.40256 -30.00000   0.33215   0.00000  0.00000E+00  9.89910E-01  2.10900E-05  7.32700E-04     0.99440     0.00000     0.00000     0.00010     0.00568  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.8498947063
     3571    0.95000  1.17677535243E+10   2.47518   3.60044  12.40281 -30.00000   0.33219   0.00000  0.00000E+00  9.89910E-01  2.10900E-05  7.32700E-04     0.99440     0.00000     0.00000     0.00010     0.00567  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.8500110915
     3572    0.95000  1.17677631285E+10   2.47556   3.60041  12.40306 -30.00000   0.33224   0.00000  0.00000E+00  9.89910E-01  2.10900E-05  7.32700E-04     0.99440     0.00000     0.00000     0.00010     0.00567  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.8501286987
     3573    0.95000  1.17677727971E+10   2.47594   3.60037  12.40332 -30.00000   0.33228   0.00000  0.00000E+00  9.89910E-01  2.10900E-05  7.32700E-04     0.99440     0.00000     0.00000     0.00010     0.00568  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.8502470946
     3574    0.95000  1.17677825067E+10   2.47632   3.60034  12.40357 -30.00000   0.33232   0.00000  0.00000E+00  9.89910E-01  2.10900E-05  7.32700E-04     0.99440     0.00000     0.00000     0.00010     0.00568  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.8503659925
     3575    0.95000  1.17677918669E+10   2.47668   3.60031  12.40382 -30.00000   0.33236   0.00000  0.00000E+00  9.89910E-01  2.10900E-05  7.32700E-04     0.99440     0.00000     0.00000     0.00010     0.00568  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.8504806118
     3576    0.95000  1.17678013454E+10   2.47706   3.60028  12.40406 -30.00000   0.33240   0.00000  0.00000E+00  9.89910E-01  2.10900E-05  7.32700E-04     0.99440     0.00000     0.00000     0.00010     0.00568  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.8505966798
     3577    0.95000  1.17678109175E+10   2.47744   3.60026  12.40430 -30.00000   0.33244   0.00000  0.00000E+00  9.89910E-01  2.10900E-05  7.32700E-04     0.99440     0.00000     0.00000     0.00010     0.00569  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.8507138940
     3578    0.95000  1.17678201801E+10   2.47780   3.60023  12.40453 -30.00000   0.33248   0.00000  0.00000E+00  9.89910E-01  2.10900E-05  7.32700E-04     0.99440     0.00000     0.00000     0.00010     0.00569  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.8508273182
     3579    0.95000  1.17678295825E+10   2.47818   3.60020  12.40478 -30.00000   0.33252   0.00000  0.00000E+00  9.89910E-01  2.10900E-05  7.32700E-04     0.99440     0.00000     0.00000     0.00010     0.00569  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.8509424544
     3580    0.95000  1.17678390938E+10   2.47855   3.60018  12.40502 -30.00000   0.33256   0.00000  0.00000E+00  9.89910E-01  2.10900E-05  7.32700E-04     0.99440     0.00000     0.00000     0.00010     0.00569  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.8510589240
     3581    0.95000  1.17678486760E+10   2.47893   3.60015  12.40526 -30.00000   0.33261   0.00000  0.00000E+00  9.89910E-01  2.10900E-05  7.32700E-04     0.99440     0.00000     0.00000     0.00010     0.00569  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.8511762619
     3582    0.95000  1.17678579333E+10   2.47930   3.60012  12.40550 -30.00000   0.33265   0.00000  0.00000E+00  9.89910E-01  2.10900E-05  7.32700E-04     0.99440     0.00000     0.00000     0.00010     0.00569  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.8512896212
     3583    0.95000  1.17678673211E+10   2.47967   3.60010  12.40574 -30.00000   0.33269   0.00000  0.00000E+00  9.89910E-01  2.10900E-05  7.32700E-04     0.99440     0.00000     0.00000     0.00010     0.00569  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.8514045785
     3584    0.95000  1.17678768112E+10   2.48004   3.60007  12.40598 -30.00000   0.33273   0.00000  0.00000E+00  9.89910E-01  2.10900E-05  7.32700E-04     0.99440     0.00000     0.00000     0.00010     0.00570  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.8515207886
     3585    0.95000  1.17678860001E+10   2.48041   3.60004  12.40621 -30.00000   0.33277   0.00000  0.00000E+00  9.89910E-01  2.10900E-05  7.32700E-04     0.99440     0.00000     0.00000     0.00010     0.00570  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.8516333103
     3586    0.95000  1.17678953323E+10   2.48078   3.60001  12.40645 -30.00000   0.33281   0.00000  0.00000E+00  9.89910E-01  2.10900E-05  7.32700E-04     0.99440     0.00000     0.00000     0.00010     0.00569  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.8517475868
     3587    0.95000  1.17679047758E+10   2.48116   3.59999  12.40670 -30.00000   0.33285   0.00000  0.00000E+00  9.89910E-01  2.10900E-05  7.32700E-04     0.99440     0.00000     0.00000     0.00010     0.00570  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.8518632262
     3588    0.95000  1.17679142919E+10   2.48153   3.59996  12.40694 -30.00000   0.33289   0.00000  0.00000E+00  9.89910E-01  2.10900E-05  7.32700E-04     0.99440     0.00000     0.00000     0.00010     0.00570  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.8519797547
     3589    0.95000  1.17679234861E+10   2.48190   3.59993  12.40717 -30.00000   0.33293   0.00000  0.00000E+00  9.89910E-01  2.10900E-05  7.32700E-04     0.99440     0.00000     0.00000     0.00010     0.00570  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.8520923413
     3590    0.95000  1.17679328120E+10   2.48227   3.59991  12.40741 -30.00000   0.33298   0.00000  0.00000E+00  9.89910E-01  2.10900E-05  7.32700E-04     0.99440     0.00000     0.00000     0.00010     0.00570  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.8522065407
     3591    0.95000  1.17679422423E+10   2.48264   3.59988  12.40766 -30.00000   0.33302   0.00000  0.00000E+00  9.89910E-01  2.10900E-05  7.32700E-04     0.99440     0.00000     0.00000     0.00010     0.00570  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.8523220184
     3592    0.95000  1.17679513743E+10   2.48300   3.59985  12.40789 -30.00000   0.33305   0.00000  0.00000E+00  9.89910E-01  2.10900E-05  7.32700E-04     0.99440     0.00000     0.00000     0.00010     0.00571  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.8524338434
     3593    0.95000  1.17679606503E+10   2.48338   3.59983  12.40813 -30.00000   0.33309   0.00000  0.00000E+00  9.89910E-01  2.10900E-05  7.32700E-04     0.99440     0.00000     0.00000     0.00010     0.00570  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.8525474317
     3594    0.95000  1.17679700380E+10   2.48375   3.59980  12.40837 -30.00000   0.33313   0.00000  0.00000E+00  9.89910E-01  2.10900E-05  7.32700E-04     0.99440     0.00000     0.00000     0.00010     0.00571  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.8526623878
     3595    0.95000  1.17679794988E+10   2.48413   3.59977  12.40861 -30.00000   0.33318   0.00000  0.00000E+00  9.89910E-01  2.10900E-05  7.32700E-04     0.99440     0.00000     0.00000     0.00010     0.00571  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.8527782391
     3596    0.95000  1.17679886391E+10   2.48449   3.59974  12.40885 -30.00000   0.33322   0.00000  0.00000E+00  9.89910E-01  2.10900E-05  7.32700E-04     0.99440     0.00000     0.00000     0.00010     0.00571  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.8528901657
     3597    0.95000  1.17679979102E+10   2.48486   3.59971  12.40909 -30.00000   0.33326   0.00000  0.00000E+00  9.89910E-01  2.10900E-05  7.32700E-04     0.99440     0.00000     0.00000     0.00010     0.00571  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.8530036940
     3598    0.95000  1.17680072835E+10   2.48523   3.59968  12.40934 -30.00000   0.33330   0.00000  0.00000E+00  9.89910E-01  2.10900E-05  7.32700E-04     0.99440     0.00000     0.00000     0.00010     0.00571  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.8531184738
     3599    0.95000  1.17680163588E+10   2.48559   3.59965  12.40958 -30.00000   0.33335   0.00000  0.00000E+00  9.89910E-01  2.10900E-05  7.32700E-04     0.99440     0.00000     0.00000     0.00010     0.00571  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.8532296044
     3600    0.95000  1.17680255770E+10   2.48597   3.59962  12.40983 -30.00000   0.33338   0.00000  0.00000E+00  9.89910E-01  2.10900E-05  7.32700E-04     0.99440     0.00000     0.00000     0.00010     0.00571  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.8533424850
     3601    0.95000  1.17680349058E+10   2.48634   3.59959  12.41008 -30.00000   0.33342   0.00000  0.00000E+00  9.89910E-01  2.10900E-05  7.32700E-04     0.99440     0.00000     0.00000     0.00010     0.00571  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.8534567198
     3602    0.95000  1.17680439435E+10   2.48670   3.59956  12.41032 -30.00000   0.33346   0.00000  0.00000E+00  9.89910E-01  2.10900E-05  7.32700E-04     0.99440     0.00000     0.00000     0.00010     0.00571  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.8535673901
     3603    0.95000  1.17680531276E+10   2.48707   3.59953  12.41056 -30.00000   0.33350   0.00000  0.00000E+00  9.89910E-01  2.10900E-05  7.32700E-04     0.99440     0.00000     0.00000     0.00010     0.00571  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.8536798530
     3604    0.95000  1.17680624248E+10   2.48743   3.59949  12.41083 -30.00000   0.33355   0.00000  0.00000E+00  9.89910E-01  2.10900E-05  7.32700E-04     0.99440     0.00000     0.00000     0.00010     0.00570  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.8537937009
     3605    0.95000  1.17680714337E+10   2.48779   3.59946  12.41107 -30.00000   0.33359   0.00000  0.00000E+00  9.89910E-01  2.10900E-05  7.32700E-04     0.99440     0.00000     0.00000     0.00010     0.00572  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.8539040185
     3606    0.95000  1.17680805900E+10   2.48816   3.59943  12.41132 -30.00000   0.33363   0.00000  0.00000E+00  9.89910E-01  2.10900E-05  7.32700E-04     0.99440     0.00000     0.00000     0.00010     0.00571  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.8540161410
     3607    0.95000  1.17680898600E+10   2.48854   3.59940  12.41157 -30.00000   0.33366   0.00000  0.00000E+00  9.89910E-01  2.10900E-05  7.32700E-04     0.99430     0.00000     0.00000     0.00010     0.00572  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.8541296559
     3608    0.95000  1.17680988429E+10   2.48889   3.59937  12.41181 -30.00000   0.33370   0.00000  0.00000E+00  9.89910E-01  2.10900E-05  7.32700E-04     0.99430     0.00000     0.00000     0.00010     0.00572  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.8542396551
     3609    0.95000  1.17681079732E+10   2.48926   3.59934  12.41205 -30.00000   0.33375   0.00000  0.00000E+00  9.89910E-01  2.10900E-05  7.32700E-04     0.99430     0.00000     0.00000     0.00010     0.00572  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.8543514592
     3610    0.95000  1.17681172173E+10   2.48963   3.59930  12.41230 -30.00000   0.33379   0.00000  0.00000E+00  9.89910E-01  2.10900E-05  7.32700E-04     0.99430     0.00000     0.00000     0.00010     0.00572  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.8544646569
     3611    0.95000  1.17681261751E+10   2.48999   3.59927  12.41254 -30.00000   0.33383   0.00000  0.00000E+00  9.89910E-01  2.10900E-05  7.32700E-04     0.99430     0.00000     0.00000     0.00010     0.00573  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.8545743487
     3612    0.95000  1.17681352803E+10   2.49036   3.59924  12.41279 -30.00000   0.33387   0.00000  0.00000E+00  9.89910E-01  2.10900E-05  7.32700E-04     0.99430     0.00000     0.00000     0.00010     0.00572  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.8546858455
     3613    0.95000  1.17681444991E+10   2.49073   3.59921  12.41303 -30.00000   0.33392   0.00000  0.00000E+00  9.89910E-01  2.10900E-05  7.32700E-04     0.99430     0.00000     0.00000     0.00010     0.00573  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.8547987334
     3614    0.95000  1.17681534322E+10   2.49109   3.59918  12.41327 -30.00000   0.33395   0.00000  0.00000E+00  9.89910E-01  2.10900E-05  7.32700E-04     0.99430     0.00000     0.00000     0.00010     0.00573  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.8549081228
     3615    0.95000  1.17681625125E+10   2.49146   3.59915  12.41352 -30.00000   0.33399   0.00000  0.00000E+00  9.89910E-01  2.10900E-05  7.32700E-04     0.99430     0.00000     0.00000     0.00010     0.00573  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.8550193146
     3616    0.95000  1.17681717062E+10   2.49183   3.59912  12.41377 -30.00000   0.33403   0.00000  0.00000E+00  9.89910E-01  2.10900E-05  7.32700E-04     0.99430     0.00000     0.00000     0.00010     0.00573  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.8551318952
     3617    0.95000  1.17681806148E+10   2.49219   3.59909  12.41401 -30.00000   0.33407   0.00000  0.00000E+00  9.89910E-01  2.10900E-05  7.32700E-04     0.99430     0.00000     0.00000     0.00010     0.00573  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.8552409845
     3618    0.95000  1.17681896704E+10   2.49255   3.59906  12.41425 -30.00000   0.33412   0.00000  0.00000E+00  9.89910E-01  2.10900E-05  7.32700E-04     0.99430     0.00000     0.00000     0.00010     0.00573  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.8553518739
     3619    0.95000  1.17681988392E+10   2.49292   3.59903  12.41450 -30.00000   0.33416   0.00000  0.00000E+00  9.89910E-01  2.10900E-05  7.32700E-04     0.99430     0.00000     0.00000     0.00010     0.00573  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.8554641495
     3620    0.95000  1.17682077234E+10   2.49328   3.59900  12.41474 -30.00000   0.33419   0.00000  0.00000E+00  9.89910E-01  2.10900E-05  7.32700E-04     0.99430     0.00000     0.00000     0.00010     0.00574  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.8555729401
     3621    0.95000  1.17682167543E+10   2.49365   3.59897  12.41499 -30.00000   0.33423   0.00000  0.00000E+00  9.89910E-01  2.10900E-05  7.32700E-04     0.99430     0.00000     0.00000     0.00010     0.00573  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.8556835271
     3622    0.95000  1.17682255432E+10   2.49400   3.59894  12.41522 -30.00000   0.33427   0.00000  0.00000E+00  9.89910E-01  2.10900E-05  7.32700E-04     0.99430     0.00000     0.00000     0.00010     0.00574  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.8557911506
     3623    0.95000  1.17682345025E+10   2.49437   3.59891  12.41546 -30.00000   0.33432   0.00000  0.00000E+00  9.89910E-01  2.10900E-05  7.32700E-04     0.99430     0.00000     0.00000     0.00010     0.00574  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.8559008608
     3624    0.95000  1.17682435880E+10   2.49474   3.59889  12.41569 -30.00000   0.33436   0.00000  0.00000E+00  9.89910E-01  2.10900E-05  7.32700E-04     0.99430     0.00000     0.00000     0.00010     0.00574  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.8560121164
     3625    0.95000  1.17682524005E+10   2.49510   3.59886  12.41592 -30.00000   0.33440   0.00000  0.00000E+00  9.89910E-01  2.10900E-05  7.32700E-04     0.99430     0.00000     0.00000     0.00010     0.00575  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.8561200289
     3626    0.95000  1.17682613647E+10   2.49547   3.59884  12.41615 -30.00000   0.33443   0.00000  0.00000E+00  9.89910E-01  2.10900E-05  7.32700E-04     0.99430     0.00000     0.00000     0.00010     0.00574  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.8562297991
     3627    0.95000  1.17682700929E+10   2.49582   3.59881  12.41638 -30.00000   0.33447   0.00000  0.00000E+00  9.89910E-01  2.10900E-05  7.32700E-04     0.99430     0.00000     0.00000     0.00010     0.00575  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.8563366794
     3628    0.95000  1.17682789933E+10   2.49619   3.59879  12.41661 -30.00000   0.33452   0.00000  0.00000E+00  9.89910E-01  2.10900E-05  7.32700E-04     0.99430     0.00000     0.00000     0.00010     0.00574  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.8564456684
     3629    0.95000  1.17682880248E+10   2.49656   3.59876  12.41685 -30.00000   0.33456   0.00000  0.00000E+00  9.89910E-01  2.10900E-05  7.32700E-04     0.99430     0.00000     0.00000     0.00010     0.00575  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.8565562627
     3630    0.95000  1.17682967885E+10   2.49691   3.59874  12.41707 -30.00000   0.33460   0.00000  0.00000E+00  9.89910E-01  2.10900E-05  7.32700E-04     0.99430     0.00000     0.00000     0.00010     0.00575  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.8566635777
     3631    0.95000  1.17683057063E+10   2.49728   3.59871  12.41731 -30.00000   0.33463   0.00000  0.00000E+00  9.89910E-01  2.10900E-05  7.32700E-04     0.99430     0.00000     0.00000     0.00010     0.00575  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.8567727797
     3632    0.95000  1.17683143908E+10   2.49763   3.59869  12.41753 -30.00000   0.33467   0.00000  0.00000E+00  9.89910E-01  2.10900E-05  7.32700E-04     0.99430     0.00000     0.00000     0.00010     0.00575  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.8568791248
     3633    0.95000  1.17683232483E+10   2.49800   3.59866  12.41777 -30.00000   0.33472   0.00000  0.00000E+00  9.89910E-01  2.10900E-05  7.32700E-04     0.99430     0.00000     0.00000     0.00010     0.00575  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.8569875884
